"Плей-лист на СУББОТА, 16.05.2015 г. Перец Европа",,,,,,,,,,
"Источник, логотип",Время выхода в эфир,Название передачи,Хронометраж,Таймкод начальный,Таймкод конечный,Номер эфирной кассеты,GPO,Аудит,Тип рекламы,Б/С
Лого ДА,15:36:38:11,"ГОЛУБАЯ СТРЕЛА (СССР, 1958, Х/Ф) (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:02:12:00/00:00:08:00/ABY_SE19.tga",00:07:36:13,00:26:08:05,00:33:44:18,PR_121039382,"GR070
00:00:00:00/00:00:08:00
00:02:12:00/00:00:08:00",0+,,"00:00:08:00/00:02:04:00
00:02:20:00/00:05:16:13"
Лого ДА,15:44:14:24,АнтиБум19+Бум2.20.3+Бум23.Тел.Съем.16мая_Сег_20,00:00:20:00,00:00:00:00,00:00:20:00,VAN002880,,,,
Лого ДА,15:44:34:24,Светофор.с18мая_ПнЧт22_10,00:00:10:00,00:00:00:00,00:00:10:00,VAN002999,,,,
Лого ДА,15:44:44:24,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,15:44:49:24,Nivea Men  Sensitive Shaving,00:00:20:00,00:00:00:00,00:00:20:00,496210,,,КР,
Лого ДА,15:45:09:24,Nivea Men  Greetings,00:00:05:00,00:00:00:00,00:00:05:00,497306,,,КР,
Лого ДА,15:45:14:24,Domofond  05.15 Домофонд Планшет,00:00:10:00,00:00:00:00,00:00:10:00,499605,,,КР,
Лого ДА,15:45:24:24,Кари (обувь)  Кари 4-8 мая 2015 (фед),00:00:10:00,00:00:00:00,00:00:10:00,499291,,,КР,
Лого ДА,15:45:34:24,Parodontax  Fallen Tree Malkron,00:00:25:00,00:00:00:00,00:00:25:00,492939,,,КР,
Лого ДА,15:45:59:24,Volkswagen  VW “Tiguan & Polo CLUB”,00:00:30:00,00:00:00:00,00:00:30:00,493022,,,КР,
Лого ДА,15:46:29:24,Deo Women  Powder Touch 2015,00:00:20:00,00:00:00:00,00:00:20:00,494017,,,КР,
Лого ДА,15:46:49:24,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,15:46:54:24,Эльдорадо 2015  5m 20 week Tricolor,00:00:15:00,00:00:00:00,00:00:15:00,503054,,,КРП,
Лого ДА,15:47:09:24,Colgate Total  Colgate Total_2015_15,00:00:15:00,00:00:00:00,00:00:15:00,485756,,,КРП,
Лого ДА,15:47:24:24,Напитки из Черноголовки  Байкал.2015,00:00:10:00,00:00:00:00,00:00:10:00,501283,,,КРП,
Лого ДА,15:47:34:24,Renault Sandero  В ритме элементов May 2015,00:00:30:00,00:00:00:00,00:00:30:00,500532,,,КРП,
Лого ДА,15:48:04:24,Colgate SAN  Colgate SAN_2015_20,00:00:20:00,00:00:00:00,00:00:20:00,493063,,,КРП,
Лого ДА,15:48:24:24,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,15:48:29:24,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,15:48:59:24,"ГОЛУБАЯ СТРЕЛА (СССР, 1958, Х/Ф) (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:02:00:00/00:00:08:00/KITS_S17.tga",00:09:23:16,00:33:44:21,00:43:08:12,PR_121039382,"GR071
00:00:00:00/00:00:08:00
00:02:00:00/00:00:08:00",0+,,"00:00:08:00/00:01:52:00
00:02:08:00/00:07:15:16"
Лого ДА,15:58:23:15,"ГОЛУБАЯ СТРЕЛА (СССР, 1958, Х/Ф) (продолжение) титр4/00:02:17:00/00:00:08:00/ABY_SE19.tga",00:08:44:10,00:43:08:16,00:51:53:01,PR_121039382,"GR072
00:02:17:00/00:00:08:00",0+,,"00:00:00:00/00:02:17:00
00:02:25:00/00:06:19:10"
Лого ДА,16:07:08:00,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,16:07:38:00,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,16:07:53:00,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,16:07:58:00,Мужская цепь Арго_2828  С 01.05 Спонсорство Перец 2015,00:01:00:00,00:00:00:00,00:01:00:00,502972,,,СЗО,
Лого ДА,16:08:58:00,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,16:09:03:00,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,16:09:33:00,"ГОЛУБАЯ СТРЕЛА (СССР, 1958, Х/Ф) (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:01:25:00/00:00:08:00/KITS_S17.tga",00:08:16:10,00:51:53:04,01:00:09:14,PR_121039382,"GR073
00:00:00:00/00:00:08:00
00:01:25:00/00:00:08:00",0+,,"00:00:08:00/00:01:17:00
00:01:33:00/00:06:43:10"
Лого ДА,16:17:49:10,КитайСервиз.16мая_Сег17_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002822,,,,
Лого ДА,16:18:19:10,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,16:18:24:10,Несквик Сириал момс  20 рублей,00:00:20:00,00:00:00:00,00:00:20:00,501251,,,КР,
Лого ДА,16:18:44:10,Nivea Men  Sensitive Shaving,00:00:20:00,00:00:00:00,00:00:20:00,496210,,,КР,
Лого ДА,16:19:04:10,Экзодерил  1 Космонавт,00:00:15:00,00:00:00:00,00:00:15:00,498479,,,КР,
Лого ДА,16:19:19:10,Deo Women  Powder Touch 2015,00:00:20:00,00:00:00:00,00:00:20:00,494017,,,КР,
Лого ДА,16:19:39:10,Domofond  05.15 Домофонд Планшет,00:00:10:00,00:00:00:00,00:00:10:00,499605,,,КР,
Лого ДА,16:19:49:10,Sensodyne  Восстановление и защита,00:00:15:00,00:00:00:00,00:00:15:00,495544,,,КР,
Лого ДА,16:20:04:10,Релиф  Оркестр v3,00:00:10:00,00:00:00:00,00:00:10:00,486624,,,КР,
Лого ДА,16:20:14:10,"Тойота РАВ4,Тойота Камри,Тойота Королла  Тактическая кампания май 2015",00:00:20:00,00:00:00:00,00:00:20:00,503328,,,КР,
Лого ДА,16:20:34:10,Deo Men  Black&White Male 15,00:00:15:00,00:00:00:00,00:00:15:00,500623,,,КР,
Лого ДА,16:20:49:10,Банеоцин  Эффект домино 2 титр1/00:00:01:00/00:00:01:00/PCDA0415.tga,00:00:15:00,00:00:00:00,00:00:15:00,440323,"GR074
00:00:01:00/00:00:01:00",,КР,
Лого ДА,16:21:04:10,Volkswagen  VW “Tiguan & Polo CLUB”,00:00:30:00,00:00:00:00,00:00:30:00,493022,,,КР,
Лого ДА,16:21:34:10,Nivea Men  Greetings,00:00:05:00,00:00:00:00,00:00:05:00,497306,,,КР,
Лого ДА,16:21:39:10,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,16:21:40:10,АнтиБум19+Бум2.20.3+Бум23.16мая_Сег_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002874,,,,
Лого ДА,16:22:25:10,"ГОЛУБАЯ СТРЕЛА (СССР, 1958, Х/Ф) (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:01:39:00/00:00:08:00/KITS_S17.tga",00:07:39:20,01:00:11:02,01:07:50:22,PR_121039382,"GR075
00:00:00:00/00:00:08:00
00:01:39:00/00:00:08:00",0+,,"00:00:08:00/00:01:31:00
00:01:47:00/00:05:52:20"
Лого ДА,16:30:05:05,"ГОЛУБАЯ СТРЕЛА (СССР, 1958, Х/Ф) (продолжение) титр4/00:02:57:00/00:00:08:00/ABY_SE19.tga",00:06:41:13,01:07:51:00,01:14:32:13,PR_121039382,"GR076
00:02:57:00/00:00:08:00",0+,,"00:00:00:00/00:02:57:00
00:03:05:00/00:03:36:13"
Лого ДА,16:36:46:18,АнтиБум19+Бум2.20.3+Бум23.16мая_Сег_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002874,,,,
Лого ДА,16:37:31:18,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,16:37:36:18,Мужская цепь Арго_2828  С 01.05 Спонсорство Перец 2015,00:01:15:00,00:00:00:00,00:01:15:00,502971,,,СЗО,
Лого ДА,16:38:51:18,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,16:38:56:18,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,16:39:26:18,"ГОЛУБАЯ СТРЕЛА (СССР, 1958, Х/Ф) (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:02:56:00/00:00:08:00/KITS_S17.tga",00:07:44:02,01:14:34:22,01:22:18:24,PR_121039382,"GR077
00:00:00:00/00:00:08:00
00:02:56:00/00:00:08:00",0+,,"00:00:08:00/00:02:48:00
00:03:04:00/00:04:40:02"
Лого ДА,16:47:10:20,КитайСервиз.16мая_Сег17_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002822,,,,
Лого ДА,16:47:40:20,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,16:47:45:20,КФС  Лонгер - мальчик,00:00:15:00,00:00:00:00,00:00:15:00,495443,,,КР,
Лого ДА,16:48:00:20,Nivea Men  Sensitive Shaving,00:00:20:00,00:00:00:00,00:00:20:00,496210,,,КР,
Лого ДА,16:48:20:20,Экзодерил  1 Космонавт,00:00:20:00,00:00:00:00,00:00:20:00,498476,,,КР,
Лого ДА,16:48:40:20,Deo Men  Black&White Male 15,00:00:15:00,00:00:00:00,00:00:15:00,500623,,,КР,
Лого ДА,16:48:55:20,Вольтарен Эмульгель  Танец NR14VT1038,00:00:20:00,00:00:00:00,00:00:20:00,484118,,,КР,
Лого ДА,16:49:15:20,Samsung  Galaxy S6 edge Кредит,00:00:30:00,00:00:00:00,00:00:30:00,500681,,,КР,
Лого ДА,16:49:45:20,Nivea Men  Greetings,00:00:05:00,00:00:00:00,00:00:05:00,497306,,,КР,
Лого ДА,16:49:50:20,Ламизил Уно  Жена NR15LM0293,00:00:15:00,00:00:00:00,00:00:15:00,493929,,,КР,
Лого ДА,16:50:05:20,Deo Women  Powder Touch 2015,00:00:20:00,00:00:00:00,00:00:20:00,494017,,,КР,
Лого ДА,16:50:25:20,Renault Sandero  В ритме элементов May 2015 титр1/00:00:01:00/00:00:01:00/PCDA0415.tga,00:00:30:00,00:00:00:00,00:00:30:00,500532,"GR078
00:00:01:00/00:00:01:00",,КР,
Лого ДА,16:50:55:20,Bayer_2015  Бепантен Плюс 20 апрель,00:00:20:00,00:00:00:00,00:00:20:00,485804,,,КР,
Лого ДА,16:51:15:20,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,16:51:16:20,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,16:51:46:20,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,16:52:01:20,"ГОЛУБАЯ СТРЕЛА (СССР, 1958, Х/Ф) (окончание) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:05:26:00/00:00:08:00/KITS_S17.tga",00:07:03:04,01:22:19:02,01:29:22:06,PR_121039382,"GR079
00:00:00:00/00:00:08:00
00:05:26:00/00:00:08:00",0+,,"00:00:08:00/00:05:18:00
00:05:34:00/00:01:29:04"
Лого ДА,16:59:04:24,9MАЯ_КУРЕНИЕ,00:00:05:00,00:00:00:00,00:00:05:00,GRF_0054,,,,
Лого ДА,16:59:09:24,КИТАЙСКИЙ СЕРВИЗ (РЕСТ.) (начало) титр2/00:00:00:00/00:00:08:00/P_00.tga,00:05:47:21,00:04:25:15,00:10:13:11,PR_121023055,"GR080
00:00:00:00/00:00:08:00",0+,,00:00:08:00/00:05:39:21
Лого ДА,17:04:57:20,КИТАЙСКИЙ СЕРВИЗ (РЕСТ.) (продолжение) титр4/00:00:56:00/00:00:08:00/ABY_SE19.tga,00:06:51:21,00:10:13:14,00:17:05:10,PR_121023055,"GR081
00:00:56:00/00:00:08:00",0+,,"00:00:00:00/00:00:56:00
00:01:04:00/00:05:47:21"
Лого ДА,17:11:49:16,АнтиБум19+Бум2.20.3+Бум23.16мая_Сег_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002874,,,,
Лого ДА,17:12:34:16,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,17:12:39:16,Швейная машинка_2828  С 01.05 Спонсорство Перец 2015,00:01:00:00,00:00:00:00,00:01:00:00,502974,,,СЗО,
Лого ДА,17:13:39:16,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,17:13:44:16,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,17:14:14:16,КИТАЙСКИЙ СЕРВИЗ (РЕСТ.) (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:00:57:00/00:00:08:00/ABY_SE19.tga,00:09:35:02,00:17:06:19,00:26:41:21,PR_121023055,"GR082
00:00:00:00/00:00:08:00
00:00:57:00/00:00:08:00",0+,,"00:00:08:00/00:00:49:00
00:01:05:00/00:08:30:02"
Лого ДА,17:23:49:18,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,17:24:19:18,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,17:24:24:18,Nivea Men  Sensitive Shaving,00:00:20:00,00:00:00:00,00:00:20:00,496210,,,КР,
Лого ДА,17:24:44:18,Nivea Men  Greetings,00:00:05:00,00:00:00:00,00:00:05:00,497306,,,КР,
Лого ДА,17:24:49:18,МТС Гугл май  20.04.2015,00:00:30:00,00:00:00:00,00:00:30:00,501023,,,КР,
Лого ДА,17:25:19:18,Snickers  Mr.Bean,00:00:20:00,00:00:00:00,00:00:20:00,492792,,,КР,
Лого ДА,17:25:39:18,"Тойота РАВ4,Тойота Камри,Тойота Королла  Тактическая кампания май 2015 титр1/00:00:11:00/00:00:01:00/PCDA0415.tga",00:00:20:00,00:00:00:00,00:00:20:00,503328,"GR083
00:00:11:00/00:00:01:00",,КР,
Лого ДА,17:25:59:18,Мегафон  Мегафон-Качество,00:00:40:00,00:00:00:00,00:00:40:00,501371,,,КР,
Лого ДА,17:26:39:18,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,17:26:40:18,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,17:27:25:18,КИТАЙСКИЙ СЕРВИЗ (РЕСТ.) (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:01:05:00/00:00:08:00/ABY_SE19.tga,00:06:37:10,00:26:42:01,00:33:19:11,PR_121023055,"GR084
00:00:00:00/00:00:08:00
00:01:05:00/00:00:08:00",0+,,"00:00:08:00/00:00:57:00
00:01:13:00/00:05:24:10"
Лого ДА,17:34:03:03,АнтиБум19+Бум2.20.3+Бум23.16мая_Сег_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002874,,,,
Лого ДА,17:34:48:03,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,17:34:53:03,Швейная машинка_2828  С 01.05 Спонсорство Перец 2015,00:01:15:00,00:00:00:00,00:01:15:00,502973,,,СЗО,
Лого ДА,17:36:08:03,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,17:36:13:03,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,17:36:43:03,КИТАЙСКИЙ СЕРВИЗ (РЕСТ.) (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:01:41:00/00:00:08:00/ABY_SE19.tga,00:07:10:02,00:33:19:15,00:40:29:17,PR_121023055,"GR085
00:00:00:00/00:00:08:00
00:01:41:00/00:00:08:00",0+,,"00:00:08:00/00:01:33:00
00:01:49:00/00:05:21:02"
Лого ДА,17:43:53:05,ЧтоБылоДальше.с18мая_ПнЧт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002911,,,,
Лого ДА,17:44:23:05,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,17:44:28:05,Чудо  Музей 2,00:00:30:00,00:00:00:00,00:00:30:00,494595,,,КР,
Лого ДА,17:44:58:05,Вольтарен Эмульгель  Танец NR14VT1037,00:00:25:00,00:00:00:00,00:00:25:00,484116,,,КР,
Лого ДА,17:45:23:05,МТС Гугл май  20.04.2015,00:00:30:00,00:00:00:00,00:00:30:00,501023,,,КР,
Лого ДА,17:45:53:05,Nivea Face Care  Double Effect титр1/00:00:01:00/00:00:01:00/PCDA0415.tga,00:00:15:00,00:00:00:00,00:00:15:00,500136,"GR086
00:00:01:00/00:00:01:00",,КР,
Лого ДА,17:46:08:05,Snickers  Mr.Bean,00:00:20:00,00:00:00:00,00:00:20:00,492792,,,КР,
Лого ДА,17:46:28:05,J7  J7 Фрукты,00:00:15:00,00:00:00:00,00:00:15:00,501325,,,КР,
Лого ДА,17:46:43:05,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,17:46:44:05,КИТАЙСКИЙ СЕРВИЗ (РЕСТ.) (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:02:55:24/00:00:08:00/ABY_SE19.tga,00:07:11:14,00:40:29:21,00:47:41:10,PR_121023055,"GR087
00:00:00:00/00:00:08:00
00:02:55:24/00:00:08:00",0+,,"00:00:08:00/00:02:47:24
00:03:03:24/00:04:07:15"
Лого ДА,17:53:55:19,АнтиБум19+Бум2.20.3+Бум23.Пьяно.Съем.16мая_Сег_20,00:00:20:00,00:00:00:00,00:00:20:00,VAN002902,,,,
Лого ДА,17:54:15:19,Участок.Дача.с15мая_ПнЧт20_10 Нов,00:00:10:00,00:00:00:00,00:00:10:00,VAN002838,,,,
Лого ДА,17:54:25:19,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,17:54:30:19,Nivea Men  Sensitive Shaving,00:00:20:00,00:00:00:00,00:00:20:00,496210,,,КР,
Лого ДА,17:54:50:19,Nivea Men  Greetings,00:00:05:00,00:00:00:00,00:00:05:00,497306,,,КР,
Лого ДА,17:54:55:19,Добрый Палпи  Последняя капля,00:00:25:00,00:00:00:00,00:00:25:00,496105,,,КР,
Лого ДА,17:55:20:19,Deo Men  Black&White Male 15,00:00:15:00,00:00:00:00,00:00:15:00,500623,,,КР,
Лого ДА,17:55:35:19,Кари (обувь)  Кари 4-8 мая 2015 (фед),00:00:10:00,00:00:00:00,00:00:10:00,499291,,,КР,
Лого ДА,17:55:45:19,Nivea Face Care  Double Effect титр1/00:00:11:00/00:00:01:00/PCDA0415.tga,00:00:15:00,00:00:00:00,00:00:15:00,500136,"GR088
00:00:11:00/00:00:01:00",,КР,
Лого ДА,17:56:00:19,Иберогаст  Лаборатория,00:00:25:00,00:00:00:00,00:00:25:00,492855,,,КР,
Лого ДА,17:56:25:19,Deo Women  Powder Touch 2015,00:00:20:00,00:00:00:00,00:00:20:00,494017,,,КР,
Лого ДА,17:56:45:19,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,17:56:46:19,КИТАЙСКИЙ СЕРВИЗ (РЕСТ.) (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:01:00:00/00:00:08:00/ABY_SE19.tga,00:06:59:04,00:47:41:14,00:54:40:18,PR_121023055,"GR089
00:00:00:00/00:00:08:00
00:01:00:00/00:00:08:00",0+,,"00:00:08:00/00:00:52:00
00:01:08:00/00:05:51:04"
Лого ДА,18:03:45:23,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,18:04:15:23,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,18:04:30:23,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,18:04:35:23,Швейная машинка_2828  С 01.05 Спонсорство Перец 2015,00:01:00:00,00:00:00:00,00:01:00:00,502974,,,СЗО,
Лого ДА,18:05:35:23,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,18:05:40:23,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,18:06:10:23,КИТАЙСКИЙ СЕРВИЗ (РЕСТ.) (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:00:38:00/00:00:08:00/ABY_SE19.tga,00:09:56:06,00:54:40:22,01:04:37:03,PR_121023055,"GR090
00:00:00:00/00:00:08:00
00:00:38:00/00:00:08:00",0+,,"00:00:08:00/00:00:30:00
00:00:46:00/00:09:10:06"
Лого ДА,18:16:07:04,АнтиБум19+Бум2.20.3+Бум23.Скрипка.Съем.16мая_Сег_20,00:00:20:00,00:00:00:00,00:00:20:00,VAN002877,,,,
Лого ДА,18:16:27:04,Светофор.с18мая_ПнЧт22_10,00:00:10:00,00:00:00:00,00:00:10:00,VAN002999,,,,
Лого ДА,18:16:37:04,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,18:16:42:04,Святой Источник  Качели-функционал,00:00:20:00,00:00:00:00,00:00:20:00,492178,,,КР,
Лого ДА,18:17:02:04,Deo Men  Black&White Male 15,00:00:15:00,00:00:00:00,00:00:15:00,500623,,,КР,
Лого ДА,18:17:17:04,Machine Zone  Решение,00:00:30:00,00:00:00:00,00:00:30:00,501765,,,КР,
Лого ДА,18:17:47:04,Rexona  Venus'20,00:00:20:00,00:00:00:00,00:00:20:00,495450,,,КР,
Лого ДА,18:18:07:04,Samsung  Galaxy S6 edge Кредит,00:00:30:00,00:00:00:00,00:00:30:00,500681,,,КР,
Лого ДА,18:18:37:04,Кари (обувь)  Кари 4-8 мая 2015 (фед),00:00:10:00,00:00:00:00,00:00:10:00,499291,,,КР,
Лого ДА,18:18:47:04,Авито  Общий v2,00:00:20:00,00:00:00:00,00:00:20:00,493420,,,КР,
Лого ДА,18:19:07:04,Rexona  Venus`30 титр1/00:00:01:00/00:00:01:00/PCDA0415.tga,00:00:30:00,00:00:00:00,00:00:30:00,491928,"GR091
00:00:01:00/00:00:01:00",,КР,
Лого ДА,18:19:37:04,Мегафон  Мегафон-Качество,00:00:20:00,00:00:00:00,00:00:20:00,501377,,,КР,
Лого ДА,18:19:57:04,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,18:19:58:04,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,18:20:43:04,КИТАЙСКИЙ СЕРВИЗ (РЕСТ.) (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:01:21:00/00:00:08:00/ABY_SE19.tga,00:07:49:16,01:04:37:06,01:12:26:22,PR_121023055,"GR092
00:00:00:00/00:00:08:00
00:01:21:00/00:00:08:00",0+,,"00:00:08:00/00:01:13:00
00:01:29:00/00:06:20:16"
Лого ДА,18:28:32:20,КИТАЙСКИЙ СЕРВИЗ (РЕСТ.) (продолжение) титр4/00:01:56:00/00:00:08:00/ABY_SE19.tga,00:07:45:08,01:12:27:00,01:20:12:08,PR_121023055,"GR093
00:01:56:00/00:00:08:00",0+,,"00:00:00:00/00:01:56:00
00:02:04:00/00:05:41:08"
Лого ДА,18:36:18:03,АнтиБум19+Бум2.20.3+Бум23.16мая_Сег_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002874,,,,
Лого ДА,18:37:03:03,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,18:37:08:03,Швейная машинка_2828  С 01.05 Спонсорство Перец 2015,00:01:15:00,00:00:00:00,00:01:15:00,502973,,,СЗО,
Лого ДА,18:38:23:03,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,18:38:28:03,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,18:38:58:03,КИТАЙСКИЙ СЕРВИЗ (РЕСТ.) (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:00:51:00/00:00:08:00/ABY_SE19.tga,00:06:26:06,01:20:12:12,01:26:38:18,PR_121023055,"GR094
00:00:00:00/00:00:08:00
00:00:51:00/00:00:08:00",0+,,"00:00:08:00/00:00:43:00
00:00:59:00/00:05:27:06"
Лого ДА,18:45:24:09,АнтиБум19+Бум2.20.3+Бум23.Оркестр.Съем.16мая_Сег_20,00:00:20:00,00:00:00:00,00:00:20:00,VAN002905,,,,
Лого ДА,18:45:44:09,Участок.Дача.с15мая_ПнЧт20_10 Нов,00:00:10:00,00:00:00:00,00:00:10:00,VAN002838,,,,
Лого ДА,18:45:54:09,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,18:45:59:09,МТС Бит Имидж  19.03.2015,00:00:30:00,00:00:00:00,00:00:30:00,495320,,,КР,
Лого ДА,18:46:29:09,КФС  Лонгер - мальчик,00:00:05:00,00:00:00:00,00:00:05:00,495445,,,КР,
Лого ДА,18:46:34:09,J7  J7 Фрукты,00:00:15:00,00:00:00:00,00:00:15:00,501325,,,КР,
