"Плей-лист на СУББОТА, 16.05.2015 г. Перец Европа",,,,,,,,,,
"Источник, логотип",Время выхода в эфир,Название передачи,Хронометраж,Таймкод начальный,Таймкод конечный,Номер эфирной кассеты,GPO,Аудит,Тип рекламы,Б/С
Лого ДА,03:39:01:18,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,03:39:31:18,Участок.Дача.с15мая_ПнЧт20_15 Нов,00:00:15:00,00:00:00:00,00:00:15:00,VAN002995,,,,
Лого ДА,03:39:46:18,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga,00:11:04:23,00:56:04:13,01:07:09:11,PR_121038880,"GR163
00:00:00:00/00:00:08:00",0+,,00:00:08:00/00:10:56:23
Лого ДА,03:50:51:16,ЧтоБылоДальше.с18мая_ПнЧт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002911,,,,
Лого ДА,03:51:21:16,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,03:51:26:16,Ламизил Уно  Жена NR15LM0292,00:00:25:00,00:00:00:00,00:00:25:00,493927,,,КР,
Лого ДА,03:51:51:16,МТС Гугл май  20.04.2015,00:00:30:00,00:00:00:00,00:00:30:00,501023,,,КР,
Лого ДА,03:52:21:16,Skittles  1 Giraffe,00:00:15:00,00:00:00:00,00:00:15:00,357353,,,КР,
Лого ДА,03:52:36:16,Rexona  Venus'20 титр1/00:00:16:00/00:00:01:00/PCDA0415.tga,00:00:20:00,00:00:00:00,00:00:20:00,495450,"GR164
00:00:16:00/00:00:01:00",,КР,
Лого ДА,03:52:56:16,Domofond  05.15 Домофонд Планшет,00:00:10:00,00:00:00:00,00:00:10:00,499605,,,КР,
Лого ДА,03:53:06:16,Мегафон  Мегафон-Качество,00:00:20:00,00:00:00:00,00:00:20:00,501377,,,КР,
Лого ДА,03:53:26:16,Orbit  Аэропорт 2015,00:00:15:00,00:00:00:00,00:00:15:00,483767,,,КР,
Лого ДА,03:53:41:16,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,03:53:42:16,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,03:54:12:16,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (окончание) титр2/00:00:00:00/00:00:08:00/P_00.tga,00:06:06:05,01:07:09:14,01:13:15:19,PR_121038880,"GR165
00:00:00:00/00:00:08:00",0+,,00:00:08:00/00:05:58:05
Лого ДА,04:00:18:21,Конец 1 серии,00:00:02:00,00:04:50:00,00:04:52:00,T_001_007,,,,
Лого ДА,04:00:20:21,9MАЯ_КУРЕНИЕ,00:00:05:00,00:00:00:00,00:00:05:00,GRF_0054,,,,
Лого ДА,04:00:25:21,"ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ 002-я серия. МЫ ПОГИБЛИ БЫ, ЕСЛИ Б НЕ ПОГИБАЛИ (начало) титр2/00:00:00:00/00:00:08:00/P_00.tga",00:09:11:19,00:00:17:10,00:09:29:04,PR_121039638,"GR166
00:00:00:00/00:00:08:00",0+,,00:00:08:00/00:09:03:19
Лого ДА,04:09:37:15,Бум2.15+АнтиБум17.30.Пьяно.Съем.17мая_Зав_20,00:00:20:00,00:00:00:00,00:00:20:00,VAN002945,,,,
Лого ДА,04:09:57:15,Участок.Дача.с15мая_ПнЧт20_10 Нов,00:00:10:00,00:00:00:00,00:00:10:00,VAN002838,,,,
Лого ДА,04:10:07:15,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,04:10:12:15,МТС Бит Имидж  19.03.2015,00:00:30:00,00:00:00:00,00:00:30:00,495320,,,КР,
Лого ДА,04:10:42:15,Святой Источник  Качели-функционал,00:00:20:00,00:00:00:00,00:00:20:00,492178,,,КР,
Лого ДА,04:11:02:15,Orbit  Аэропорт 2015,00:00:15:00,00:00:00:00,00:00:15:00,483767,,,КР,
Лого ДА,04:11:17:15,Machine Zone  Решение титр1/00:00:21:00/00:00:01:00/PCDA0415.tga,00:00:30:00,00:00:00:00,00:00:30:00,501765,"GR167
00:00:21:00/00:00:01:00",,КР,
Лого ДА,04:11:47:15,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM),00:00:20:00,00:00:00:00,00:00:20:00,501316,,,КР,
Лого ДА,04:12:07:15,Snickers  Mr.Bean,00:00:20:00,00:00:00:00,00:00:20:00,492792,,,КР,
Лого ДА,04:12:27:15,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,04:12:28:15,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,04:12:43:15,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,04:13:13:15,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga,00:10:49:09,00:09:29:07,00:20:18:16,PR_121039638,"GR168
00:00:00:00/00:00:08:00",0+,,00:00:08:00/00:10:41:09
Лого ДА,04:24:02:24,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,04:24:32:24,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,04:24:37:24,КФС  Лонгер - девушка,00:00:15:00,00:00:00:00,00:00:15:00,500394,,,КР,
Лого ДА,04:24:52:24,Билайн  Игры,00:00:30:00,00:00:00:00,00:00:30:00,499474,,,КР,
Лого ДА,04:25:22:24,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КР,
Лого ДА,04:25:47:24,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM) титр1/00:00:16:00/00:00:01:00/PCDA0415.tga,00:00:20:00,00:00:00:00,00:00:20:00,501316,"GR169
00:00:16:00/00:00:01:00",,КР,
Лого ДА,04:26:07:24,Domofond  04.15 Домофонд v2,00:00:30:00,00:00:00:00,00:00:30:00,499628,,,КР,
Лого ДА,04:26:37:24,РГС  Десерты,00:00:15:00,00:00:00:00,00:00:15:00,501797,,,КР,
Лого ДА,04:26:52:24,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,04:26:53:24,Светофор.с18мая_ПнЧт22_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002998,,,,
Лого ДА,04:27:08:24,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,04:27:38:24,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga,00:07:02:21,00:20:18:18,00:27:21:14,PR_121039638,"GR170
00:00:00:00/00:00:08:00",0+,,00:00:08:00/00:06:54:21
Лого ДА,04:34:41:20,Бум2.15+АнтиБум17.30.Скрипка.Съем.17мая_Зав_20,00:00:20:00,00:00:00:00,00:00:20:00,VAN002943,,,,
Лого ДА,04:35:01:20,Участок.Дача.с15мая_ПнЧт20_10 Нов,00:00:10:00,00:00:00:00,00:00:10:00,VAN002838,,,,
Лого ДА,04:35:11:20,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,04:35:16:20,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM),00:00:20:00,00:00:00:00,00:00:20:00,501316,,,КР,
Лого ДА,04:35:36:20,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КР,
Лого ДА,04:36:01:20,Durex  Vinyl 02/15,00:00:20:00,00:00:00:00,00:00:20:00,485027,,,КР,
Лого ДА,04:36:21:20,Приложение Google  Паспорт,00:00:15:00,00:00:00:00,00:00:15:00,501318,,,КР,
Лого ДА,04:36:36:20,РГС  Десерты титр1/00:00:06:00/00:00:01:00/PCDA0415.tga,00:00:15:00,00:00:00:00,00:00:15:00,501797,"GR171
00:00:06:00/00:00:01:00",,КР,
Лого ДА,04:36:51:20,Gillette Venus  Идеальный выбор,00:00:20:00,00:00:00:00,00:00:20:00,491369,,,КР,
Лого ДА,04:37:11:20,Мегафон  Мегафон-Качество,00:00:20:00,00:00:00:00,00:00:20:00,501377,,,КР,
Лого ДА,04:37:31:20,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,04:37:32:20,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,04:37:47:20,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,04:38:17:20,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga,00:09:45:14,00:27:21:17,00:37:07:06,PR_121039638,"GR172
00:00:00:00/00:00:08:00",0+,,00:00:08:00/00:09:37:14
Лого ДА,04:48:03:09,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,04:48:48:09,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,04:48:53:09,МТС Бит Имидж  19.03.2015,00:00:30:00,00:00:00:00,00:00:30:00,495320,,,КР,
Лого ДА,04:49:23:09,Snickers  Mr.Bean,00:00:20:00,00:00:00:00,00:00:20:00,492792,,,КР,
Лого ДА,04:49:43:09,Machine Zone  Решение,00:00:30:00,00:00:00:00,00:00:30:00,501765,,,КР,
Лого ДА,04:50:13:09,Orbit  Аэропорт 2015 титр1/00:00:06:00/00:00:01:00/PCDA0415.tga,00:00:15:00,00:00:00:00,00:00:15:00,483767,"GR173
00:00:06:00/00:00:01:00",,КР,
Лого ДА,04:50:28:09,Skittles  1 Giraffe,00:00:15:00,00:00:00:00,00:00:15:00,357353,,,КР,
Лого ДА,04:50:43:09,Магги Фиксес  Филе,00:00:25:00,00:00:00:00,00:00:25:00,499610,,,КР,
Лого ДА,04:51:08:09,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,04:51:09:09,Участок.Лицас15мая_ПнЧт20_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002758,,,,
Лого ДА,04:51:54:09,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga,00:10:22:09,00:37:07:09,00:47:29:18,PR_121039638,"GR174
00:00:00:00/00:00:08:00",0+,,00:00:08:00/00:10:14:09
Лого ДА,05:02:16:18,Бум2.15+АнтиБум17.30.Тел.Съем.17мая_Зав_20,00:00:20:00,00:00:00:00,00:00:20:00,VAN002944,,,,
Лого ДА,05:02:36:18,Участок.Дача.с15мая_ПнЧт20_10 Нов,00:00:10:00,00:00:00:00,00:00:10:00,VAN002838,,,,
Лого ДА,05:02:46:18,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,05:02:51:18,Orbit  Аэропорт 2015,00:00:15:00,00:00:00:00,00:00:15:00,483767,,,КР,
Лого ДА,05:03:06:18,Lipton Ice Tea  Cool Journey,00:00:30:00,00:00:00:00,00:00:30:00,501607,,,КР,
Лого ДА,05:03:36:18,Спортмастер  SM-product – женские кроссовки,00:00:10:00,00:00:00:00,00:00:10:00,495597,,,КР,
Лого ДА,05:03:46:18,Витапрост  Витапрост v2,00:00:20:00,00:00:00:00,00:00:20:00,498324,,,КР,
Лого ДА,05:04:06:18,Lay's  05 15 Play титр1/00:00:11:00/00:00:01:00/PCDA0415.tga,00:00:30:00,00:00:00:00,00:00:30:00,499162,"GR175
00:00:11:00/00:00:01:00",,КР,
Лого ДА,05:04:36:18,МТС Гугл май  20.04.2015,00:00:30:00,00:00:00:00,00:00:30:00,501023,,,КР,
Лого ДА,05:05:06:18,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,05:05:07:18,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,05:05:22:18,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,05:05:52:18,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga,00:11:25:07,00:47:29:20,00:58:55:02,PR_121039638,"GR176
00:00:00:00/00:00:08:00",0+,,00:00:08:00/00:11:17:07
Лого ДА,05:17:18:00,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,05:17:48:00,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,05:17:53:00,Эльдорадо 2015  5m 20 week Tricolor,00:00:15:00,00:00:00:00,00:00:15:00,503054,,,КР,
Лого ДА,05:18:08:00,Lipton Ice Tea  Cool Journey,00:00:30:00,00:00:00:00,00:00:30:00,501607,,,КР,
Лого ДА,05:18:38:00,Магги Фиксес  Филе,00:00:10:00,00:00:00:00,00:00:10:00,501808,,,КР,
Лого ДА,05:18:48:00,МТС Гугл май  20.04.2015,00:00:30:00,00:00:00:00,00:00:30:00,501023,,,КР,
Лого ДА,05:19:18:00,Renault Sandero  В ритме элементов May 2015 титр1/00:00:01:00/00:00:01:00/PCDA0415.tga,00:00:20:00,00:00:00:00,00:00:20:00,499658,"GR177
00:00:01:00/00:00:01:00",,КР,
Лого ДА,05:19:38:00,Lay's  05 15 Play,00:00:30:00,00:00:00:00,00:00:30:00,499162,,,КР,
Лого ДА,05:20:08:00,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,05:20:09:00,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,05:20:54:00,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (окончание) титр2/00:00:00:00/00:00:08:00/P_00.tga,00:07:48:22,00:58:55:04,01:06:44:01,PR_121039638,"GR178
00:00:00:00/00:00:08:00",0+,,00:00:08:00/00:07:40:22
Лого ДА,05:28:42:22,СУПЕР УЛЕТКА 23 036-я серия. НОВАЯ ГРАФИКА (начало) титр2/00:00:00:00/00:00:08:00/P_16.tga,00:08:34:23,00:00:00:03,00:08:35:01,PR_121037128,"GR179
00:00:00:00/00:00:08:00",16+,,00:00:08:00/00:08:26:23
Лого ДА,05:37:17:20,Бум2.15+АнтиБум17.30.Оркестр.Съем.17мая_Зав_20,00:00:20:00,00:00:00:00,00:00:20:00,VAN002946,,,,
Лого ДА,05:37:37:20,Светофор.с18мая_ПнЧт22_10,00:00:10:00,00:00:00:00,00:00:10:00,VAN002999,,,,
Лого ДА,05:37:47:20,ID_PERETZ_NEW_CLAY _REKL_3_STF,00:00:03:00,00:00:00:00,00:00:03:00,PGR_0048_STF,_STF,,,
Лого ДА,05:37:50:20,КФС  Лонгер - девушка,00:00:15:00,00:00:00:00,00:00:15:00,500394,,,КР,
Лого ДА,05:38:05:20,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM),00:00:20:00,00:00:00:00,00:00:20:00,501316,,,КР,
Лого ДА,05:38:25:20,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КР,
Лого ДА,05:38:50:20,Витапрост  Витапрост v2,00:00:10:00,00:00:00:00,00:00:10:00,498326,,,КР,
Лого ДА,05:39:00:20,Samsung  Galaxy S6 edge Кредит титр1/00:00:16:00/00:00:01:08/PCDA0415.tga,00:00:30:00,00:00:00:00,00:00:30:00,500681,"GR180
00:00:16:00/00:00:01:08",,КР,
Лого ДА,05:39:30:20,Alpen Gold  Автобус,00:00:20:00,00:00:00:00,00:00:20:00,490713,,,КР,
Лого ДА,05:39:50:20,Adrenaline Rush  Секрет успеха 4,00:00:15:00,00:00:00:00,00:00:15:00,494896,,,КР,
Лого ДА,05:40:05:20,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:08,00:00:00:00,00:00:01:08,PGR_0013_ENF,_ENF,,,
Лого ДА,05:40:07:03,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,05:40:37:03,СУПЕР УЛЕТКА 23 035-я серия. НОВАЯ ГРАФИКА титр2/00:00:00:00/00:00:08:00/P_16.tga,00:01:30:02,00:12:59:04,00:14:29:06,PR_121030309,"GR181
00:00:00:00/00:00:08:00",16+,,00:00:08:00/00:01:22:02
Лого ДА,05:42:07:05,СУПЕР УЛЕТКА 23 (продолжение),00:07:51:07,00:08:35:03,00:16:26:10,PR_121037128,,16+,,00:00:00:00/00:07:51:07
Лого ДА,05:49:58:12,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,05:50:43:12,ID_PERETZ_NEW_METAL_REKL_3_STF,00:00:03:00,00:00:00:00,00:00:03:00,PGR_0050_STF,_STF,,,
Лого ДА,05:50:46:12,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM),00:00:20:00,00:00:00:00,00:00:20:00,501316,,,КР,
Лого ДА,05:51:06:12,КФС  Лонгер - девушка,00:00:15:00,00:00:00:00,00:00:15:00,500394,,,КР,
Лого ДА,05:51:21:12,Snickers  Mr.Bean,00:00:30:00,00:00:00:00,00:00:30:00,489144,,,КР,
Лого ДА,05:51:51:12,Renault Sandero  В ритме элементов May 2015,00:00:20:00,00:00:00:00,00:00:20:00,499658,,,КР,
Лого ДА,05:52:11:12,Lipton Ice Tea  Cool Journey титр1/00:00:01:00/00:00:01:24/PCDA0415.tga,00:00:30:00,00:00:00:00,00:00:30:00,501607,"GR182
00:00:01:00/00:00:01:24",,КР,
Лого ДА,05:52:41:12,Alpen Gold  Автобус,00:00:20:00,00:00:00:00,00:00:20:00,490713,,,КР,
Лого ДА,05:53:01:12,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:24,00:00:00:00,00:00:01:24,PGR_0013_ENF,_ENF,,,
Лого ДА,05:53:03:11,Участок.Дача.с15мая_ПнЧт20_10 Нов,00:00:10:00,00:00:00:00,00:00:10:00,VAN002838,,,,
Лого ДА,05:53:13:11,Бум2.15+АнтиБум17.30.Пьяно.Съем.17мая_Зав_20,00:00:20:00,00:00:00:00,00:00:20:00,VAN002945,,,,
Лого ДА,05:53:33:11,СУПЕР УЛЕТКА 23 (окончание) титр2/00:00:00:00/00:00:08:00/P_16.tga,00:06:26:14,00:16:26:12,00:22:53:01,PR_121037128,"GR183
00:00:00:00/00:00:08:00",16+,,00:00:08:00/00:06:18:14
